ItemID,Depressive,SentimentSource,SentimentText,Analytic,Clout,Authentic,Tone,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,posemo,negemo,anx,anger,sad,social,family,friend,focuspast,focuspresent,focusfuture,work,leisure,home,money,relig,death
18,1,Sentiment140,    Feeling strangely fine. Now I'm gonna go listen to some Semisonic to celebrate,85.32,73.4,95.6,99,6.25,6.25,6.25,0,0,0,0,0,0,12.5,6.25,6.25,0,0,31.25,6.25,0,0,6.25,0,0,0,0,12.5,0,0,0,25,6.25,0,6.25,0,0,0,0
19,0,Sentiment140,    HUGE roll of thunder just now...SO scary!!!!,32.58,50,85.21,1,0,0,0,0,0,0,0,0,0,9.09,0,27.27,9.09,0,0,9.09,0,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0
20,0,Sentiment140,    I just cut my beard off. It's only been growing for well over a year. I'm gonna start it over. @shaunamanu is happy in the meantime.,60.46,15.04,99,85.87,17.24,10.34,10.34,0,0,0,0,6.9,6.9,17.24,13.79,10.34,0,0,24.14,3.45,0,0,6.9,3.45,0,0,0,0,0,0,3.45,13.79,3.45,0,0,0,0,0,0
21,0,Sentiment140,    Very sad about Iran.,68.29,50,1,1,0,0,0,0,0,0,0,0,0,14.29,0,28.57,0,0,0,14.29,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0
22,0,Sentiment140,    wompppp wompp,93.26,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Sentiment140,    You're the only one who can see this cause no one else is following me this is for you because you're pretty awesome,1.92,93.79,5.76,99,26.92,15.38,3.85,0,11.54,0,0,11.54,3.85,3.85,19.23,3.85,3.85,3.85,23.08,3.85,0,3.85,7.69,0,0,0,0,15.38,0,0,0,23.08,0,0,0,0,0,0,0
24,0,Sentiment140,   &lt;---Sad level is 3. I was writing a massive blog tweet on Myspace and my comp shut down. Now it's all lost *lays in fetal position*,70.69,36.95,98.01,1,10,6.67,6.67,0,0,0,0,3.33,3.33,10,10,3.33,3.33,0,23.33,10,0,0,0,6.67,0,0,6.67,3.33,0,0,6.67,13.33,0,3.33,3.33,0,0,0,0
25,0,Sentiment140,   ...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!,96.24,21.18,96.63,25.77,16,8,8,0,0,0,0,8,4,20,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0
26,0,Sentiment140,   BoRinG   ): whats wrong with him??     Please tell me........   :-/,38.6,79.76,1,1,25,16.67,8.33,0,0,8.33,0,8.33,0,8.33,8.33,0,0,0,16.67,16.67,0,0,8.33,25,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0
27,0,Sentiment140,   can't be bothered. i wish i could spend the rest of my life just sat here and going to gigs. seriously.,27.87,1.89,23.51,1,12.5,12.5,12.5,0,0,0,0,0,4.17,8.33,8.33,12.5,4.17,4.17,25,0,0,0,0,8.33,0,4.17,0,0,0,0,4.17,12.5,8.33,0,0,0,4.17,0,0
28,0,Sentiment140,"   Feeeling like shit right now. I really want to sleep, but nooo I have 3 hours of dancing and an art assignment to finish. ",83.33,6.93,92.47,1,7.41,7.41,7.41,0,0,0,0,0,3.7,14.81,3.7,7.41,7.41,0,14.81,0,3.7,0,0,3.7,0,3.7,0,3.7,0,0,0,11.11,0,3.7,7.41,0,0,0,0
29,1,Sentiment140,"   goodbye exams, HELLO ALCOHOL TONIGHT ",93.26,99,7.84,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,12.5,12.5,12.5,0,0,0,0
30,0,Sentiment140,   I didn't realize it was THAT deep. Geez give a girl a warning atleast!,42.68,27.83,66.34,1,17.65,5.88,5.88,0,0,0,0,11.76,11.76,0,11.76,0,0,5.88,23.53,5.88,0,0,0,5.88,0,0,0,11.76,0,0,11.76,11.76,0,0,0,0,0,0,0
31,0,Sentiment140,   I hate it when any athlete appears to tear an ACL on live television.,85.92,27.83,28.81,1,11.76,5.88,5.88,0,0,0,0,5.88,5.88,11.76,0,5.88,5.88,0,17.65,0,0,5.88,0,5.88,0,5.88,0,0,0,0,0,17.65,0,0,11.76,0,0,0,0
32,0,Sentiment140,   i miss you guys too     i think i'm wearing skinny jeans a cute sweater and heels   not really sure   what are you doing today,4.69,35.54,79.42,88.52,22.22,18.52,11.11,0,7.41,0,0,3.7,3.7,0,11.11,7.41,3.7,3.7,22.22,7.41,0,3.7,7.41,3.7,0,0,3.7,11.11,0,3.7,0,18.52,0,0,0,0,0,0,0
33,0,Sentiment140,  -- Meet your Meat http://bit.ly/15SSCI,80.14,99,1,25.77,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,18.18,0,0,0,9.09,0,0,0,0,0,0,0
34,0,Sentiment140,   My horsie is moving on Saturday morning.,78.3,15.86,99,25.77,10,10,10,0,0,0,0,0,0,10,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
35,0,Sentiment140,   No Sat off...Need to work 6 days a week ,99,22.08,63.54,25.77,0,0,0,0,0,0,0,0,7.69,15.38,0,0,0,7.69,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,0,7.69,0,0,0,0,0
36,0,Sentiment140,   Really Dont Like Doing my Room Its So Boring  Sick Of Doing My Wardrobe Out Cant Waiit Till I Have My Walk In One  Yay,14.58,1,99,1,17.86,14.29,14.29,0,0,0,0,3.57,0,17.86,14.29,7.14,7.14,7.14,17.86,7.14,3.57,0,3.57,7.14,0,0,0,0,0,0,0,14.29,0,0,0,3.57,0,0,0
37,0,Sentiment140,"   SOX!     Floyd was great, but relievers need a scolding!",81.63,20.24,1,99,0,0,0,0,0,0,0,0,8.33,0,8.33,0,8.33,0,16.67,8.33,0,0,16.67,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0
38,0,Sentiment140,   times by like a million,99,50,7.84,25.77,0,0,0,0,0,0,0,0,12.5,25,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,Sentiment140,   uploading pictures on friendster ,99,50,13.15,25.77,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,Sentiment140,   what type of a spaz downloads a virus? my brother that's who :\ MSN is now fucked forever    :'(,52.71,50,15.86,1,20,5,5,0,0,0,0,15,10,5,10,5,0,0,15,0,0,10,0,5,0,5,0,10,5,0,5,15,0,0,0,0,0,0,0
41,0,Sentiment140,  &amp;&amp;Fightiin Wiit The Babes...,98.87,98.62,1,1,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,22.22,0,11.11,0,0,0,0,11.11,0,0,0,0
42,1,Sentiment140,  (: !!!!!! - so i wrote something last week. and i got a call from someone in the new york office... http://tumblr.com/xcn21w6o7,75.9,50,58.07,88.52,14.81,7.41,7.41,0,0,0,0,7.41,7.41,7.41,0,3.7,7.41,0,7.41,3.7,0,0,3.7,0,0,0,0,7.41,0,0,7.41,0,0,7.41,3.7,0,0,0,0
43,0,Sentiment140,  *enough said*,93.26,97.69,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0
44,1,Sentiment140,"  ... Do I need to even say it?  Do I?  Well, here I go anyways:  CHRIS CORNELL IN CHICAGO!  ... TONIGHT!    ",13.54,18.16,61.34,94.75,18.18,13.64,13.64,0,0,0,0,4.55,0,9.09,9.09,18.18,0,0,22.73,0,0,0,4.55,0,0,0,0,4.55,0,0,0,22.73,4.55,0,0,0,0,0,0
45,1,Sentiment140,  ... health class (what a joke!),93.26,50,1,99,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0
46,1,Sentiment140,  @ginaaa &lt;3 GO TO THE SHOW TONIGHT,99,50,31.94,25.77,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
47,0,Sentiment140,  @Spiral_galaxy @YMPtweet  it really makes me sad when i look at Muslims reality now,18.82,4.8,99,1,16.67,11.11,11.11,0,0,0,0,5.56,0,5.56,0,16.67,5.56,0,11.11,5.56,0,5.56,0,5.56,0,0,5.56,0,0,0,0,16.67,0,0,0,0,0,5.56,0
48,0,Sentiment140, - All Time Low shall be my motivation for the rest of the week.,97.36,26.6,95.6,1,6.25,6.25,6.25,0,0,0,0,0,12.5,12.5,12.5,0,0,0,12.5,0,0,0,0,6.25,0,0,6.25,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0
49,0,Sentiment140,"  and the entertainment is over, someone complained properly..   @rupturerapture experimental you say? he should experiment with a melody",79.28,99,1,25.77,14.29,9.52,0,0,4.76,4.76,0,4.76,9.52,9.52,9.52,0,4.76,0,14.29,0,0,0,4.76,4.76,0,0,0,23.81,0,0,0,9.52,0,0,4.76,0,0,0,0
50,0,Sentiment140,  another year of Lakers .. That's neither magic nor fun ...,6.95,1,74.76,99,16.67,0,0,0,0,0,0,16.67,0,8.33,8.33,0,8.33,16.67,8.33,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
51,0,Sentiment140,  baddest day eveer. ,93.26,50,23.51,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,Sentiment140,  bathroom is clean..... now on to more enjoyable tasks......,93.26,50,23.51,99,0,0,0,0,0,0,0,0,0,16.67,8.33,8.33,0,0,8.33,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,16.67,0,8.33,8.33,8.33,0,0,0
53,1,Sentiment140,  boom boom pow,93.26,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,Sentiment140,  but i'm proud.,1.92,1,98.01,99,16.67,16.67,16.67,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0
55,0,Sentiment140,  congrats to helio though,68.29,7.67,13.15,25.77,0,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,Sentiment140,  David must be hospitalized for five days end of July (palatine tonsils). I will probably never see Katie in concert. ,60.05,19.23,54.89,25.77,4.35,4.35,4.35,0,0,0,0,0,0,13.04,13.04,8.7,0,4.35,17.39,0,0,0,0,0,0,0,0,0,0,0,0,8.7,4.35,0,4.35,0,0,0,0
57,0,Sentiment140,  friends are leaving me 'cause of this stupid love  http://bit.ly/ZoxZC,74.42,72.17,6.2,25.77,11.76,5.88,5.88,0,0,0,0,5.88,0,5.88,5.88,0,0,0,11.76,5.88,0,0,5.88,5.88,0,5.88,0,11.76,0,5.88,0,5.88,0,0,0,0,0,0,0
58,1,Sentiment140,  go give ur mom a hug right now. http://bit.ly/azFwv,85.32,99,35.37,99,6.25,6.25,0,0,6.25,0,0,0,6.25,0,0,6.25,0,0,12.5,0,0,0,6.25,0,0,0,0,25,6.25,0,0,18.75,0,0,0,0,0,0,0
59,1,Sentiment140,  Going To See Harry Sunday Happiness ,98.87,50,58.07,99,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,22.22,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
60,0,Sentiment140,  Hand quilting it is then...,11.86,50,7.84,25.77,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
61,0,Sentiment140,  hate u ...  leysh t9ar5 ... =((((((( ..,68.29,92.33,1,1,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0
62,1,Sentiment140,#NAME?,18.82,1.38,58.07,25.77,33.33,22.22,22.22,0,0,0,0,11.11,0,0,0,0,0,0,22.22,0,0,11.11,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0
63,1,Sentiment140,  I bend backwards  ,62.04,4.8,99,25.77,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,Sentiment140,  i get off work sooooon! i miss cody booo. haven't seen him in foreverr!,42.68,3.89,66.34,1,17.65,17.65,11.76,0,0,5.88,0,0,0,11.76,5.88,5.88,0,5.88,23.53,0,0,0,0,5.88,0,0,5.88,5.88,0,0,5.88,23.53,0,5.88,0,0,0,0,0
65,1,Sentiment140,  I hate allergies. Should I get my hair cut tomorrow? I'm taking a public poll...,31.3,4.8,58.07,1,22.22,22.22,22.22,0,0,0,0,0,5.56,0,11.11,0,0,0,27.78,0,0,0,0,11.11,0,5.56,0,5.56,0,0,0,16.67,5.56,0,0,0,0,0,0
66,0,Sentiment140, - I love you guys so much that it hurts. http://tumblr.com/xkh1z19us,15.27,96.11,1,25.77,23.53,11.76,5.88,0,5.88,0,0,11.76,0,0,0,5.88,5.88,0,0,0,0,0,5.88,5.88,0,0,5.88,17.65,0,5.88,0,0,0,0,5.88,0,0,0,0
67,0,Sentiment140,  I miss Earl,62.04,4.8,23.51,1,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0
68,0,Sentiment140,  I miss New Jersey,68.29,7.67,89.63,1,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0
69,0,Sentiment140,"  I missed the first hour of SYTYCD last night, and I can't find it online!",62.04,1.38,99,1,16.67,11.11,11.11,0,0,0,0,5.56,5.56,5.56,0,0,5.56,5.56,11.11,0,0,0,0,5.56,0,0,5.56,0,0,0,5.56,11.11,0,0,0,0,0,0,0
70,0,Sentiment140,  I need a U2 fix NOW!,75.9,13.32,4.97,25.77,11.11,11.11,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0
71,0,Sentiment140,  I never thought I'd become second choice...,1,1,99,25.77,20,20,20,0,0,0,0,0,0,0,20,10,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
72,0,Sentiment140,  I think I may be too friendly...lol... o well...,3.62,22.08,63.54,99,15.38,15.38,15.38,0,0,0,0,0,0,0,15.38,15.38,0,0,23.08,0,0,0,15.38,0,0,0,0,7.69,0,7.69,0,15.38,7.69,0,0,0,0,0,0
73,0,Sentiment140,  I think Manuel (my Basil plant) only has days to live   ,48.63,7.67,89.63,25.77,14.29,14.29,14.29,0,0,0,0,0,0,7.14,7.14,7.14,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0
74,0,Sentiment140,  I wanna be at home @ church...I wonder wht they are doing?,8.69,25.24,43.37,25.77,20,20,13.33,0,0,0,6.67,0,0,6.67,26.67,0,0,0,26.67,0,0,0,0,0,0,0,0,6.67,0,0,0,20,6.67,0,0,6.67,0,6.67,0
75,0,Sentiment140,  i wanna make my own pizza,18.82,1.38,4.97,25.77,22.22,22.22,22.22,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
76,0,Sentiment140,"  i want a 120gb harddrive, or a 37 inch tv, or a new guitar.  anyonefeeling generous?  =p   x",87.62,31.71,37.24,95.81,9.52,4.76,4.76,0,0,0,0,4.76,14.29,0,0,0,9.52,0,4.76,4.76,0,0,4.76,0,0,0,0,9.52,0,0,0,4.76,0,0,9.52,0,0,0,0
77,0,Sentiment140,  i want a hug,93.26,50,1,99,14.29,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0
78,0,Sentiment140,  I want Miley to tour Australia,93.26,13.32,4.97,25.77,11.11,11.11,11.11,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0
79,0,Sentiment140,  I wanted to sleep in this morning but a mean kid through a popsicle stick at me head. I wish I could fly away like those squirrels,93.26,9.13,82.75,25.77,20,13.33,13.33,0,0,0,0,6.67,6.67,20,3.33,0,3.33,0,16.67,3.33,3.33,0,0,0,0,0,0,3.33,0,0,3.33,3.33,3.33,0,0,0,0,0,0
80,0,Sentiment140,  i was too slow to get $1 Up tix,81.63,20.24,74.76,25.77,8.33,8.33,8.33,0,0,0,0,0,0,16.67,8.33,8.33,0,0,16.67,8.33,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,0
81,0,Sentiment140,"  I will send sunshine to Northern Ireland, are you going swimming today @kezbat",56.25,89.42,99,99,12.5,12.5,6.25,0,6.25,0,0,0,0,6.25,12.5,0,0,0,25,0,0,0,6.25,0,0,0,0,12.5,0,0,0,18.75,12.5,0,6.25,0,0,0,0
82,0,Sentiment140,  I wish I could go to T4 On The Beach :'(    Would be great to see @Shontelle_Layne &amp; @DanMerriweather   ,87.93,18.16,1,94.75,9.09,9.09,9.09,0,0,0,0,0,4.55,13.64,13.64,0,0,0,27.27,4.55,0,0,4.55,0,0,0,0,0,0,0,0,13.64,4.55,0,4.55,0,0,0,0
83,0,Sentiment140,"  i would be so much happier if the walls of my bedroom were painted white,",18.82,4.8,4.97,98.27,11.11,11.11,11.11,0,0,0,0,0,5.56,5.56,16.67,5.56,11.11,0,16.67,11.11,5.56,0,5.56,0,0,0,0,0,0,0,5.56,5.56,0,0,0,5.56,0,0,0
84,0,Sentiment140,  idk wat 2 do who can i trust me im sorry 4 all da pain i have caused nebody ima take dis time out 2 straighten myself out i luv yall,10.86,11.97,97.06,25.77,29.41,26.47,23.53,0,2.94,0,0,2.94,0,5.88,11.76,0,0,2.94,11.76,2.94,0,5.88,5.88,5.88,0,0,2.94,11.76,0,0,0,17.65,2.94,0,0,0,0,0,0
85,0,Sentiment140,  I'm finding the intercept slope..and banging my head against the wall..Math brain heads come save me,79.28,2.86,98.01,95.81,14.29,14.29,14.29,0,0,0,0,0,9.52,4.76,4.76,0,4.76,0,14.29,0,0,0,4.76,0,0,0,0,0,0,0,0,14.29,0,4.76,0,0,0,0,0
86,1,Sentiment140,  I'm really going to bed now...,18.82,1.38,99,25.77,11.11,11.11,11.11,0,0,0,0,0,0,11.11,11.11,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,11.11,0,0,0
87,0,Sentiment140,  im sick  'cough cough',29.3,7.67,13.15,1,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0
88,0,Sentiment140,  in cab headed to the airport!  going home.... &lt;christy&gt;,99,50,52.86,25.77,0,0,0,0,0,0,0,0,7.14,14.29,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0
89,0,Sentiment140,  In case I feel emo in camp (feeling a wee bit of it alr)...am bringing in the Human Rights Watch World Report 2009..hope it'll work,95.84,50,65.14,84.54,10,3.33,3.33,0,0,0,0,6.67,6.67,13.33,6.67,0,0,0,20,0,0,0,3.33,0,0,0,0,3.33,0,0,0,16.67,6.67,6.67,0,0,0,0,0
90,1,Sentiment140,  Jin has a twitter.,93.26,92.33,1,25.77,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,14.29,0,0,0,0
91,0,Sentiment140,  jonas day is almost over... ,72.69,50,74.76,25.77,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0
92,0,Sentiment140,  Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt;3 I Never Got To Say My Last &quot;Goodbye&quot; to Him.,20.76,38.42,47.25,1.76,14.71,14.71,11.76,0,0,2.94,0,0,0,5.88,2.94,11.76,5.88,2.94,14.71,2.94,0,0,2.94,5.88,0,0,5.88,14.71,2.94,0,8.82,5.88,0,0,0,0,0,0,2.94
93,1,Sentiment140,  just gonna smile...cuz it is what it is..and im not sure what more they could want..,1,17.04,1,99,28.57,9.52,4.76,0,0,0,4.76,19.05,0,0,19.05,4.76,9.52,4.76,28.57,4.76,4.76,9.52,9.52,0,0,0,0,4.76,0,0,0,19.05,4.76,0,0,0,0,0,0
94,1,Sentiment140,"  Just got home, and I got to see my friend Zahra whom I haven't seen since We graduated!!!  That makes me so happy.",6.37,22.08,63.54,89.84,26.92,19.23,15.38,3.85,0,0,0,7.69,0,7.69,3.85,7.69,7.69,3.85,23.08,3.85,0,3.85,3.85,0,0,0,0,11.54,0,3.85,11.54,11.54,0,3.85,0,3.85,0,0,0
95,0,Sentiment140, - Longest night ever.. ugh! http://tumblr.com/xwp1yxhi6,81.63,50,74.76,1,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0
96,0,Sentiment140,  mi momacita won't let me go to my bf's bball game!!! grrr!!!,34.14,25.24,43.37,1,13.33,13.33,13.33,0,0,0,0,0,0,6.67,13.33,0,0,6.67,20,0,0,0,0,6.67,0,6.67,0,13.33,0,6.67,0,6.67,6.67,0,6.67,0,0,0,0
97,0,Sentiment140,  Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....,93.26,94.27,19.27,25.77,10.53,10.53,5.26,0,0,5.26,0,0,5.26,15.79,5.26,5.26,0,0,15.79,5.26,0,0,0,0,0,0,0,21.05,5.26,0,0,15.79,0,5.26,0,0,5.26,0,0
98,0,Sentiment140,  My new car was stolen....by my mother who wanted to go pose at church.,86.43,50,87.07,25.77,16.67,11.11,11.11,0,0,0,0,5.56,0,16.67,5.56,0,0,0,16.67,5.56,0,5.56,0,0,0,0,0,11.11,5.56,0,11.11,5.56,0,0,0,0,0,5.56,0
