ItemID,Depressive,SentimentSource,SentimentText,Analytic,Clout,Authentic,Tone,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,posemo,negemo,anx,anger,sad,social,family,friend,focuspast,focuspresent,focusfuture,work,leisure,home,money,relig,death
4318,0,Sentiment140, not allowed to get a webcam...did i already say that? oh well,38.6,10.58,35.37,99,12.5,6.25,6.25,0,0,0,0,6.25,6.25,6.25,6.25,12.5,0,6.25,18.75,0,0,0,6.25,0,0,0,0,6.25,0,0,12.5,12.5,0,0,0,0,0,0,0
4319,0,Sentiment140, Not doing acting anymore! It was a fake place! NO STEALING MY PARENTS MONEY!!!!!! ,15.27,3.89,66.34,1,17.65,5.88,5.88,0,0,0,0,11.76,5.88,0,11.76,0,0,11.76,11.76,5.88,0,0,0,11.76,0,0,0,5.88,5.88,0,5.88,0,0,0,0,0,5.88,0,0
4320,0,Sentiment140, not going to green man now. So sad,32.58,18.16,85.21,1,0,0,0,0,0,0,0,0,0,9.09,0,18.18,9.09,9.09,9.09,18.18,0,0,0,9.09,0,0,9.09,9.09,0,0,0,9.09,9.09,0,0,0,0,0,0
4321,0,Sentiment140, not going to the visa championships this year because I need to save money. good luck @NLiukin,87.27,6.7,15.86,99,10,5,5,0,0,0,0,5,5,10,0,0,5,5,15,0,0,0,20,0,0,0,0,0,0,0,0,10,5,5,0,0,10,0,0
4322,0,Sentiment140, not good hospital in 5 mins,93.26,1.38,58.07,99,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,0,Sentiment140, not good right now.,29.3,1,99,99,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0
4324,0,Sentiment140, not happy at all at the moment.. :'(,99,2.31,99,99,0,0,0,0,0,0,0,0,10,20,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,0,Sentiment140, not happy with that at all !!,93.26,1.38,58.07,99,11.11,0,0,0,0,0,0,11.11,0,22.22,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,0,Sentiment140,=- NOT having a good night,72.69,1,74.76,99,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,0,Sentiment140, not looking forward to my 10 hour shift tomorrow.,81.63,1,99,25.77,8.33,8.33,8.33,0,0,0,0,0,0,8.33,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0
4328,0,Sentiment140,- not really feelin good . ,29.3,1,89.63,99,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,1,Sentiment140, not really sure what to do.,18.82,1,58.07,99,11.11,0,0,0,0,0,0,11.11,0,11.11,11.11,11.11,0,11.11,11.11,0,0,11.11,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0
4330,0,Sentiment140, not tired but have no1 to chat with. Lol. Oh the irony!!!,93.26,9.13,10.08,99,0,0,0,0,0,0,0,0,6.67,13.33,6.67,0,6.67,6.67,6.67,6.67,0,0,6.67,0,0,0,0,6.67,0,0,0,6.67,0,0,6.67,0,0,0,0
4331,1,Sentiment140, nothing but ready...,18.82,1,23.51,99,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4332,0,Sentiment140, Nothing EVER goes according to plan for me. Now I might only see Katy once. this is so sad. ,7.71,8.65,85.21,1,13.64,9.09,9.09,0,0,0,0,4.55,0,9.09,9.09,18.18,4.55,4.55,18.18,4.55,0,0,0,4.55,0,0,4.55,0,0,0,0,18.18,9.09,0,0,0,0,0,0
4333,1,Sentiment140, nothing like a good test of willpower!,99,15.86,1,99,0,0,0,0,0,0,0,0,10,20,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
4334,1,Sentiment140, nothing to say,93.26,50,1,25.77,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0
4335,0,Sentiment140, Now dad will tell mom to put the toys higher up cause I'm taller than she thought. I knew I shoulda waited til they left. Gosh darn it!,63.48,50,99,25.77,19.35,16.13,9.68,0,0,3.23,3.23,3.23,3.23,12.9,6.45,3.23,3.23,0,25.81,9.68,9.68,0,0,0,0,0,0,16.13,6.45,0,9.68,9.68,3.23,0,3.23,0,0,0,0
4336,1,Sentiment140, now i can focus on hw!!!,46.37,13.32,98.01,25.77,11.11,11.11,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0
4337,1,Sentiment140, now I'm really leaving... horray for KIDS!,25.89,15.86,99,25.77,10,10,10,0,0,0,0,0,0,10,10,20,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0
4338,1,Sentiment140, now its FREE! Somehow?,5.89,50,13.15,99,14.29,0,0,0,0,0,0,14.29,0,0,0,28.57,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0
4339,0,Sentiment140, now they said the airplane door is shut so I have to shut down cus the tweets get trapped on the plane. See u out there! ;•o,84.62,84.14,82.75,25.77,10,10,3.33,0,3.33,0,3.33,0,10,13.33,6.67,10,3.33,0,23.33,6.67,0,0,0,0,0,0,0,10,0,0,3.33,16.67,0,0,0,3.33,0,0,0
4340,0,Sentiment140, now what colie?,18.82,50,23.51,25.77,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0
4341,1,Sentiment140, Nugget bit Jack. I told him not to poke the poor hamster!,84.62,25.24,1,1,13.33,13.33,6.67,0,0,6.67,0,0,6.67,6.67,0,0,0,6.67,6.67,6.67,0,0,0,6.67,0,0,0,13.33,0,0,6.67,0,0,0,0,0,6.67,0,0
4342,0,Sentiment140, nyaaaaaa christina is gointa die of boredom  and she still wants to go to newry. &gt;.&lt; and dan is gayyyyyyy &gt;.&gt;,74.94,64.99,1,1,3.85,3.85,0,0,0,3.85,0,0,0,11.54,7.69,3.85,7.69,0,19.23,0,0,0,0,3.85,0,0,0,3.85,0,0,0,19.23,3.85,0,0,0,0,0,3.85
4343,1,Sentiment140, خودمو زیاد اذیت نکردم. خیلی ساده به استاد گ�?تم چه غلطی بکنم آخر ترمی؟ :دی History of mathematics,96.54,50,1,25.77,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0
4344,0,Sentiment140," obtw, @omgitsjustintr lolol twitpic doesnt work for me D:",62.04,4.8,1.79,25.77,8.33,8.33,8.33,0,0,0,0,0,0,8.33,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,0,0,0,0,0
4345,1,Sentiment140, off to California!!!! ,99,50,23.51,25.77,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4346,0,Sentiment140, off to exam nowww... cant wait for 5PM....,99,3.48,85.21,25.77,0,0,0,0,0,0,0,0,0,27.27,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,9.09,0,0,0,0,0
4347,1,Sentiment140," Off work, praying I get excepted in the LU distance learning program! And hopefully I can get done SOON! I'll keep you updated!",33.48,35.01,94.81,89.84,15.38,15.38,11.54,0,3.85,0,0,0,3.85,7.69,11.54,7.69,3.85,0,26.92,0,0,0,3.85,0,0,0,0,3.85,0,0,3.85,19.23,15.38,11.54,0,0,0,3.85,0
4348,0,Sentiment140, oh my poor baby is sick...,46.37,50,4.97,1,11.11,11.11,11.11,0,0,0,0,0,0,0,11.11,0,0,0,11.11,22.22,0,0,0,22.22,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,11.11,0,0
4349,0,Sentiment140, oh no my dog just attacked the cat belongong to my relatives now he's in the doghouse! It's the kinda thing that rips families apart..,48.63,36.03,30.01,1,21.43,10.71,7.14,0,0,3.57,0,10.71,10.71,7.14,7.14,7.14,0,3.57,7.14,0,0,0,0,3.57,0,3.57,0,10.71,7.14,0,0,10.71,0,0,3.57,7.14,0,0,0
4350,0,Sentiment140, oh well,52.71,50,1,99,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,1,Sentiment140, Oh! &amp; thanks Mary for leaving the keys in the car on Saturday so me &amp; Ester could drive it around (even though you didn't know)! Hahaha.,52.71,25.24,98.01,99,10,6.67,3.33,0,3.33,0,0,3.33,6.67,13.33,6.67,13.33,6.67,3.33,16.67,0,0,0,6.67,0,0,0,0,3.33,0,0,3.33,6.67,0,0,0,0,0,0,0
4352,1,Sentiment140, ok  good night @laurafstahl love ya,75.9,99,4.97,99,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0
4353,1,Sentiment140,"#1 most popular news story headline on Yahoo = Happiness Is ... Being Old, Male and Republican..........lol, this cracks me up ",71.39,80.77,27.39,99,8.7,4.35,4.35,0,0,0,0,4.35,0,8.7,8.7,0,4.35,0,8.7,8.7,4.35,0,13.04,0,0,0,0,13.04,0,0,0,4.35,0,0,0,0,0,0,0
4354,1,Sentiment140,"#1 son, altho spending weekend w his girlfriend who lives 1/2way across country &amp; he hasn't seen in months, took time to call his mommie ",69.54,95.75,11.5,25.77,13.79,10.34,0,0,0,10.34,0,3.45,0,10.34,3.45,0,3.45,3.45,17.24,0,0,3.45,0,0,0,0,0,24.14,3.45,3.45,6.9,6.9,0,0,3.45,0,3.45,0,0
4355,1,Sentiment140,#100miletraining trail run in progress! 4hr #sweatfest 22miles going to be glad when done this am! What are YOU doing? ,16.15,80.77,27.39,93.61,13.04,4.35,0,0,4.35,0,0,8.7,0,8.7,21.74,4.35,4.35,0,30.43,4.35,0,8.7,4.35,0,0,0,0,4.35,0,0,4.35,17.39,4.35,0,0,0,0,0,0
4356,1,Sentiment140,"#10yearsofEnema .. my first album,my favorite one!! ",52.71,2.31,93.3,99,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,0,Sentiment140,#2- todays weather sucks and its perfect close pleaseeee i hope they dont keep my on call ,25.89,15.86,43.37,99,20,15,10,0,0,0,5,5,0,5,5,0,5,5,20,5,0,0,15,5,0,5,0,10,0,0,0,30,5,0,0,0,0,0,0
4358,1,Sentiment140,#30SECONDSTOMARS  #marsiscoming,93.26,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,1,Sentiment140,#30secondstomars #30secondstomars #30secondstomars #marsiscoming #marsiscoming #marsiscoming#30secondstomars #30secondstomars ! ,93.26,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,0,Sentiment140,"#31WSOP  2,500 in chips 144 remain ",98.58,50,3.37,25.77,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4361,1,Sentiment140,#365Songs All caught up with my 365Songs... ,98.58,15.86,93.3,25.77,10,10,10,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
4362,1,Sentiment140,"#3breakupwords &quot; problem isn't you, it's me.. &quot; ( lie .  )",1.92,20.24,1.79,1,25,16.67,8.33,0,8.33,0,0,8.33,0,0,16.67,0,0,8.33,16.67,0,0,0,0,8.33,0,0,0,8.33,0,0,0,16.67,0,0,0,0,0,0,0
4363,1,Sentiment140,"#3breakupwords fuck you, babe ",68.29,99,1,1,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,14.29,0,28.57,0,14.29,0,14.29,0,0,0,0,0,0,0
4364,1,Sentiment140,#3hotwords - fancy a 'coffee' ,99,50,1,25.77,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0
4365,1,Sentiment140,"#3hotwords - Yes, I'm vegan ",29.3,7.67,13.15,25.77,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0
4366,1,Sentiment140,#3hotwords &quot;all cash offer&quot;  ,93.26,86.68,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0
4367,1,Sentiment140,#3hotwords &quot;I love life&quot; &amp; &quot;follow me please&quot; ,70.69,25.24,43.37,99,13.33,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,13.33,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0
4368,1,Sentiment140,#3hotwords &quot;I love you&quot;   #3turnoffwords &quot;Eurovision Song Contest&quot;  LMFAO!!,72.69,73.4,1,99,12.5,12.5,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,6.25,0,0,0,0
4369,1,Sentiment140,#3hotwords do it again ,5.89,50,13.15,25.77,14.29,0,0,0,0,0,0,14.29,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0
4370,1,Sentiment140,"#3hotwords for now: I AM SLEEPY. Good night, people. ",62.04,50,74.76,99,8.33,8.33,8.33,0,0,0,0,0,0,8.33,8.33,8.33,0,0,8.33,8.33,0,0,8.33,0,0,0,0,8.33,0,0,0,16.67,0,0,0,0,0,0,0
4371,1,Sentiment140,#3hotwords quitate eso Mami  I'm buggin lol,52.71,15.86,3.37,99,10,10,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
4372,1,Sentiment140,#3hotwords three hot words!! gosh i'm a genius ,80.14,18.16,2.4,25.77,9.09,9.09,9.09,0,0,0,0,0,9.09,0,9.09,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0
4373,1,Sentiment140,#3hotwords what the hell. ,93.26,7.67,1,1,14.29,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0
4374,1,Sentiment140,#3stalkerwords i cant wait ,29.3,1,99,25.77,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0
4375,1,Sentiment140,#3stalkerwords I love you. --- I think this should rate pretty high ,14.58,76.25,52.86,99,28.57,21.43,14.29,0,7.14,0,0,7.14,0,0,7.14,0,0,0,14.29,7.14,0,0,14.29,0,0,0,0,14.29,0,0,0,7.14,0,0,0,0,0,0,0
4376,1,Sentiment140,"#3thingsilove bottle (not greedy) Rose, chocolate &amp; people. ",80.14,18.16,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0
4377,0,Sentiment140,#3turnoffwords - Isit in yet ,93.26,50,89.63,25.77,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378,1,Sentiment140,#3turnoffwords &quot;Better Than Weezy&quot; aint nobody better than him beitches ,52.71,1,10.08,99,13.33,6.67,0,0,0,6.67,0,6.67,0,13.33,6.67,0,0,13.33,6.67,26.67,26.67,0,13.33,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0
4379,0,Sentiment140,#3turnoffwords &quot;F*ck The Lakers.&quot; ,98.58,50,1,25.77,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380,0,Sentiment140,#3turnoffwords I gotta go to work in 10 minutes ,98.14,20.24,98.01,25.77,8.33,8.33,8.33,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,0
4381,0,Sentiment140,#3turnoffwords I have diarrhea ,29.3,7.67,13.15,25.77,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0
4382,1,Sentiment140,#3turnoffwords It's too big. ,5.89,50,13.15,25.77,14.29,0,0,0,0,0,0,14.29,0,0,14.29,14.29,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0
4383,1,Sentiment140,#3turnoffwords lick my balloons!!  ,68.29,7.67,13.15,25.77,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,0,Sentiment140,#3turnoffwords No hugs please ,68.29,7.67,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
